v3;v28;v30;v31;v32;v33;v34;v35;v37;v135;v178;v179;v181;v182;v183;v184;v185;v186;v187;v188;v189;v190;v191;v197;v198;v199;v200;v201;v202;v210;v214;v216;v218;edad;añonac;v89;v90;TIPORELI;order;moresay;prices;speech;maneras;indep;trduro;respon;imag;toleran;ahorro;determi;ferelig;noego;obedien;intpoli;menosdin;INDIV;AUTOEXPR;STATUSR;v123
78;3;1;1;1;3;3;3;1;4;2;10;7;3;2;2;2;2;2;2;2;1;2;1;1;9;10;10;3;2;2;27;17;27.00;1.954;6;#¡NULO!;4.00;0.00;2.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;4.00;3.00;1.91337;1.20873;0.73;1
79;3;3;3;3;3;3;3;3;3;2;1;6;2;1;2;1;1;1;1;1;4;2;1;1;5;5;2;3;98;2;70;12;70.00;1.911;6;#¡NULO!;4.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;-1.18268;0.01977;-1.03;#¡NULO!
80;3;3;3;3;3;3;3;3;3;1;1;4;2;1;1;1;1;1;1;1;5;1;2;1;8;8;8;3;98;2;55;12;55.00;1.926;1;2;4.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.70382;-0.64535;-0.04;5
81;3;3;3;3;3;3;3;2;4;2;1;7;1;1;1;1;1;2;2;1;9;1;10;10;10;10;1;1;98;2;49;12;49.00;1.932;1;4;3.00;0.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;1.03508;1.11486;-1.48;1
82;3;3;3;3;3;3;3;1;4;2;10;7;2;2;2;2;2;2;2;2;1;2;10;10;10;10;10;1;77;1;30;15;30.00;1.951;6;#¡NULO!;4.00;0.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;2.20038;1.49164;-0.82;2
83;3;3;3;3;3;3;3;2;4;2;10;7;2;2;2;2;2;2;2;2;1;2;7;6;6;7;3;7;98;1;36;21;36.00;1.945;1;3;4.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;0.52435;0.03197;2.29;5
84;3;3;3;3;3;3;3;2;2;2;10;7;3;2;2;2;2;2;2;2;1;2;10;10;10;10;#¡NULO!;#¡NULO!;3;1;25;21;25.00;1.956;6;#¡NULO!;2.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;1.00;1.71098;-0.63575;1.73;2
85;3;3;3;3;3;3;3;2;4;#¡NULO!;10;7;3;2;2;2;2;2;2;2;5;2;5;5;5;5;5;5;98;1;58;13;58.00;1.923;4;4;4.00;0.00;1.00;2.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.00885;0.46036;0.97;3
86;3;3;3;3;3;3;3;3;2;2;1;5;2;1;2;2;2;2;2;2;5;#¡NULO!;1;1;1;1;1;1;98;1;76;16;76.00;1.905;1;5;2.00;2.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.49240;1.71495;1.57;4
87;3;3;3;3;3;3;3;2;3;3;1;7;2;#¡NULO!;#¡NULO!;#¡NULO!;2;2;2;2;5;2;10;10;10;10;#¡NULO!;1;98;1;30;15;30.00;1.951;6;#¡NULO!;4.00;0.00;2.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;2.00;3.00;1.45944;0.62786;-0.53;3
88;3;3;3;3;3;3;3;2;2;1;1;3;1;1;1;1;1;1;1;1;9;1;7;2;2;5;5;3;1;2;54;12;54.00;1.927;5;4;2.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;2.00;3.00;-1.32003;-0.58352;0.00;5
89;1;3;3;3;3;3;3;1;2;2;1;2;1;1;1;1;2;1;1;1;7;1;2;1;2;6;1;1;98;2;63;12;63.00;1.918;1;4;1.00;2.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;3.00;3.00;-0.89004;2.01903;0.42;8
90;3;2;3;3;3;3;3;2;4;2;1;6;1;1;1;2;2;2;2;1;5;#¡NULO!;10;1;3;10;4;1;98;1;37;17;37.00;1.944;6;#¡NULO!;3.00;0.00;2.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;0.44348;0.49889;1.28;4
91;3;3;3;3;3;3;3;1;4;2;1;6;1;1;#¡NULO!;#¡NULO!;2;2;2;2;3;#¡NULO!;5;5;2;8;3;6;2;1;55;15;55.00;1.926;1;3;3.00;0.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.61415;1.82176;1.24;2
92;1;3;3;3;3;3;3;1;3;2;1;2;1;1;#¡NULO!;1;2;1;1;1;9;2;9;3;1;10;1;1;2;2;44;18;44.00;1.937;1;3;2.00;0.00;2.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;0.36988;1.76959;1.17;2
93;3;3;3;3;3;3;3;2;3;2;10;7;#¡NULO!;2;2;2;2;2;2;2;2;2;7;5;8;8;7;2;98;1;48;21;48.00;1.933;2;#¡NULO!;4.00;0.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;3.00;3.00;2.27806;0.07648;1.64;3
94;3;3;3;1;3;3;3;2;2;2;1;2;1;1;#¡NULO!;#¡NULO!;2;#¡NULO!;#¡NULO!;#¡NULO!;8;1;6;4;1;10;1;1;77;1;25;21;25.00;1.956;6;#¡NULO!;1.00;0.00;2.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;2.00;3.00;0.53971;-0.07995;1.69;5
95;3;3;3;3;3;3;3;2;3;2;1;2;1;1;1;1;2;2;1;1;7;1;2;1;1;2;4;1;4;2;21;21;21.00;1.960;6;#¡NULO!;2.00;2.00;0.00;0.00;1.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;4.00;3.00;0.21910;0.84462;2.52;9
96;1;3;3;3;3;3;3;2;1;1;1;2;1;1;1;1;1;1;1;1;8;1;1;1;1;1;1;1;98;2;42;18;42.00;1.939;1;4;1.00;2.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;2.00;2.00;-1.04157;0.16309;2.97;6
97;3;3;3;3;3;3;3;2;2;1;1;4;2;1;1;1;1;1;1;1;8;2;3;1;2;2;3;2;98;2;21;14;21.00;1.960;6;#¡NULO!;2.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;1.00;2.00;1.00;-0.96191;-1.46222;-0.44;3
98;3;3;3;3;3;2;1;1;3;2;1;2;1;1;1;1;2;2;1;2;7;1;4;4;3;8;3;3;2;1;42;21;42.00;1.939;1;6;2.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;0.18824;0.94931;2.42;4
99;3;3;3;3;3;1;3;1;2;2;1;3;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;4;2;24;21;24.00;1.957;6;#¡NULO!;2.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;3.00;2.00;0.02776;0.34137;2.06;8
100;3;3;3;3;3;3;3;1;2;#¡NULO!;1;4;1;1;1;1;2;2;#¡NULO!;1;6;1;5;3;3;10;1;1;2;2;56;12;56.00;1.925;1;5;2.00;0.00;0.00;2.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;-0.02996;-0.59682;-1.63;3
101;3;3;3;3;3;3;3;2;3;2;1;7;#¡NULO!;1;2;1;2;2;1;2;5;2;10;5;3;8;8;3;2;2;21;21;21.00;1.960;6;#¡NULO!;4.00;0.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;2.10675;0.66208;1.00;3
102;1;3;1;3;3;1;1;3;1;2;1;1;1;1;1;1;2;2;1;2;10;1;1;1;1;10;7;1;98;2;47;14;47.00;1.934;4;#¡NULO!;1.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;3.00;3.00;1.00008;1.70562;1.12;8
103;3;3;3;3;3;3;3;3;4;#¡NULO!;1;6;2;1;2;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;2;2;5;6;5;8;6;7;98;2;41;14;41.00;1.940;5;4;4.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;2.00;3.00;0.11502;-1.15553;-1.51;#¡NULO!
104;3;3;3;3;3;3;3;2;4;2;10;7;2;2;2;2;2;2;2;2;1;1;10;#¡NULO!;10;10;10;10;98;2;22;21;22.00;1.959;6;#¡NULO!;4.00;0.00;2.00;0.00;1.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;1.73897;0.77920;2.52;#¡NULO!
105;3;3;3;3;3;3;3;3;2;1;1;3;1;1;1;1;1;1;1;1;1;1;5;1;1;8;#¡NULO!;4;98;2;44;18;44.00;1.937;1;2;2.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;3.00;-1.54218;-0.09154;1.12;#¡NULO!
106;2;3;3;3;3;2;3;3;3;2;1;2;1;1;2;1;2;1;1;1;5;1;1;1;3;5;4;5;98;1;54;21;54.00;1.927;1;2;2.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.76775;-0.58787;0.97;#¡NULO!
107;3;3;3;3;3;3;3;2;2;3;1;2;2;1;1;1;2;2;2;2;7;#¡NULO!;2;5;1;10;6;3;98;1;24;21;24.00;1.957;6;#¡NULO!;1.00;2.00;0.00;1.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;0.72550;-0.85957;1.43;6
108;3;3;3;3;3;3;3;2;2;2;1;7;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;#¡NULO!;1;1;1;3;3;1;98;1;26;17;26.00;1.955;1;1;2.00;1.00;2.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;2.00;3.00;0.05218;1.41576;-1.30;#¡NULO!
109;3;3;3;3;3;3;3;2;1;2;1;4;1;1;1;1;1;1;1;1;10;1;1;1;1;5;5;1;98;2;22;16;22.00;1.959;1;1;2.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;2.00;3.00;0.24970;1.58431;-1.27;#¡NULO!
110;3;3;3;3;3;3;3;2;2;2;1;2;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;98;2;24;21;24.00;1.957;6;#¡NULO!;1.00;2.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;2.00;3.00;-0.39107;1.40563;0.36;6
111;2;1;2;2;1;1;1;2;3;3;1;4;2;1;1;2;2;2;2;2;3;2;5;1;2;1;3;2;1;1;46;21;46.00;1.935;1;2;4.00;1.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;4.00;1.00;1.57315;0.21489;2.11;4
112;1;3;3;1;3;3;1;3;3;3;1;3;1;1;2;2;1;2;2;2;7;2;1;2;7;8;2;1;98;2;52;14;52.00;1.929;1;#¡NULO!;3.00;1.00;0.00;2.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;4.00;1.00;0.58008;-2.26773;-1.27;6
113;1;1;3;3;3;3;1;2;2;1;1;2;1;1;1;1;1;1;1;1;5;1;3;1;1;1;1;4;1;2;33;21;33.00;1.948;1;1;1.00;1.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;2.00;3.00;0.45580;-1.35359;2.13;5
114;3;3;3;3;3;3;3;1;4;2;10;7;2;2;2;2;2;2;2;2;1;2;8;5;7;10;10;6;98;1;23;21;23.00;1.958;6;#¡NULO!;4.00;0.00;0.00;1.00;2.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;2.21854;0.24170;-1.70;3
115;3;3;3;3;3;3;3;2;2;1;1;4;1;1;1;1;1;1;1;1;8;1;2;1;5;5;7;3;2;2;43;13;43.00;1.938;1;2;2.00;1.00;0.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;2.00;3.00;-0.86614;0.00939;-1.15;4
116;3;3;3;3;1;3;3;2;3;2;1;7;1;1;#¡NULO!;#¡NULO!;1;2;2;#¡NULO!;6;2;3;5;7;8;4;5;98;1;24;21;24.00;1.957;6;#¡NULO!;3.00;1.00;0.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.90609;0.92141;0.04;4
117;1;1;3;3;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;98;2;39;19;39.00;1.942;1;3;1.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;2.00;3.00;-0.80066;0.91467;1.02;7
118;3;3;3;3;3;3;3;2;3;1;1;7;2;1;1;1;1;1;1;2;6;2;1;1;1;7;7;5;98;1;61;14;61.00;1.920;5;4;4.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;3.00;2.00;-0.88923;-0.00730;1.77;4
119;3;3;3;1;2;3;3;2;4;#¡NULO!;10;7;#¡NULO!;2;1;2;2;2;2;2;1;2;10;10;10;10;10;10;77;1;23;18;23.00;1.958;6;#¡NULO!;4.00;0.00;1.00;0.00;2.00;0.00;1.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;4.00;3.00;2.62123;0.69778;-1.56;1
120;3;3;3;3;3;3;3;3;1;1;1;2;1;1;1;1;1;1;1;1;10;1;1;1;1;7;#¡NULO!;1;98;2;52;14;52.00;1.929;1;6;1.00;0.00;0.00;2.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;2.00;3.00;0.79697;-1.27413;1.69;7
121;1;3;3;3;3;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;9;1;1;1;1;6;1;1;98;2;62;18;62.00;1.919;5;1;1.00;2.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;3.00;3.00;-0.60449;-0.14799;1.20;#¡NULO!
122;1;1;2;1;3;3;1;2;3;2;1;2;1;1;1;1;2;2;2;1;10;1;3;5;3;3;1;5;98;2;25;21;25.00;1.956;6;#¡NULO!;2.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;3.00;3.00;-1.17938;0.31902;1.07;7
123;2;3;3;3;3;3;3;3;2;2;1;2;1;1;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;1;10;1;1;1;1;1;8;5;4;2;78;19;78.00;1.903;5;3;1.00;2.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;3.00;1.00;-0.04809;-0.20496;1.50;10
124;3;3;3;3;3;3;3;2;2;2;10;7;2;1;2;2;2;2;2;2;5;2;1;1;3;2;4;3;3;2;24;14;24.00;1.957;6;#¡NULO!;2.00;0.00;0.00;2.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.80896;-0.24926;-1.84;1
125;1;1;3;3;3;3;3;2;2;2;1;2;1;1;1;2;2;2;2;1;5;2;3;1;5;10;6;5;3;1;22;14;22.00;1.959;6;#¡NULO!;1.00;0.00;0.00;2.00;1.00;0.00;0.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;2.00;3.00;1.26473;-0.64241;-1.48;1
126;3;3;3;3;3;3;3;2;3;2;1;7;2;1;2;2;2;2;1;1;5;2;1;1;7;8;3;2;98;1;60;14;60.00;1.921;1;2;4.00;2.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;2.00;3.00;0.04592;-2.38275;-1.88;3
127;3;3;3;3;3;3;3;2;1;1;1;4;2;1;1;1;1;1;1;1;8;1;1;3;1;1;2;1;98;2;57;12;57.00;1.924;1;3;2.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;-1.06683;0.24885;-1.66;1
128;3;3;3;3;3;3;3;2;3;1;1;2;1;1;1;1;1;1;1;1;10;1;1;1;5;6;2;3;98;2;59;12;59.00;1.922;5;5;2.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;2.00;-1.17926;-1.23284;-1.88;6
129;2;3;3;3;1;3;1;1;2;2;1;3;2;#¡NULO!;#¡NULO!;2;1;2;2;#¡NULO!;5;2;5;3;3;3;3;5;1;1;22;21;22.00;1.959;6;#¡NULO!;2.00;2.00;1.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;3.00;3.00;0.51047;0.92932;-0.23;4
130;3;3;3;3;3;3;3;2;4;2;10;7;#¡NULO!;1;2;2;2;2;2;2;3;2;5;5;5;10;1;1;98;2;44;19;44.00;1.937;4;4;4.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.88290;0.89069;1.30;3
131;3;3;3;3;3;3;3;2;4;#¡NULO!;1;7;2;1;1;1;2;2;2;1;8;2;1;1;5;8;2;2;2;2;31;18;31.00;1.950;1;3;4.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;2.00;3.00;2.01531;0.08506;0.32;3
132;3;3;3;3;3;3;3;2;4;2;8;7;2;1;1;1;2;2;1;2;5;#¡NULO!;5;2;1;10;10;10;98;2;21;21;21.00;1.960;6;#¡NULO!;4.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;0.85827;0.32277;2.52;4
133;1;3;3;3;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;98;2;23;18;23.00;1.958;6;#¡NULO!;1.00;2.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;2.00;3.00;-0.60495;1.78512;1.29;8
134;3;3;3;3;3;3;3;1;3;2;1;2;2;1;1;1;1;1;1;1;7;#¡NULO!;2;6;1;3;2;5;98;1;23;21;23.00;1.958;6;#¡NULO!;4.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;2.00;3.00;-0.06333;-0.46949;1.62;#¡NULO!
135;3;3;3;3;3;3;3;2;4;2;1;2;1;1;1;1;1;1;1;1;7;1;1;1;3;5;6;6;3;2;39;12;39.00;1.942;1;3;2.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;3.00;3.00;-0.39255;0.16785;-1.03;1
136;3;3;3;3;3;3;3;2;4;1;10;7;3;2;2;2;2;2;2;2;1;2;1;1;10;10;6;5;98;1;20;16;20.00;1.961;6;#¡NULO!;4.00;1.00;0.00;2.00;0.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;0.84178;-0.47661;-1.90;1
137;3;3;1;1;3;3;3;1;3;1;1;2;2;1;1;1;2;2;1;1;6;1;1;1;7;10;5;1;3;1;53;12;53.00;1.928;1;6;4.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;4.00;2.00;-0.58350;-0.66597;-1.51;1
138;3;3;3;3;3;3;3;#¡NULO!;1;1;1;1;1;1;1;1;1;1;1;1;9;1;1;1;1;1;1;1;98;2;998;16;#¡NULO!;#¡NULO!;5;6;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;3.00;-1.42963;-0.16170;1.80;8
139;3;3;3;3;3;3;3;2;3;3;1;7;2;2;2;1;2;2;2;2;2;2;2;2;8;10;9;1;98;2;22;19;22.00;1.959;6;#¡NULO!;4.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;0.42282;1.57786;-0.41;5
140;3;3;3;1;3;3;3;1;4;2;10;7;2;2;2;2;2;2;2;2;1;2;8;8;8;8;6;5;3;1;36;19;36.00;1.945;6;#¡NULO!;4.00;0.00;0.00;2.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.55452;-1.37607;-1.84;2
141;3;3;3;3;3;3;3;2;4;2;10;7;2;2;2;2;2;2;2;2;1;2;1;1;4;10;1;1;98;2;61;14;61.00;1.920;5;6;4.00;0.00;2.00;1.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;0.71377;0.50736;-1.93;3
142;3;3;3;3;3;3;3;2;2;2;1;7;2;1;2;1;2;2;2;2;5;2;10;10;5;10;1;1;98;2;60;17;60.00;1.921;4;4;2.00;0.00;0.00;2.00;1.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;2.00;0.71932;-0.88703;1.60;1
143;3;3;3;3;3;3;3;2;3;1;1;7;3;2;2;2;2;1;2;2;5;2;10;10;10;10;5;5;98;1;20;15;20.00;1.961;6;#¡NULO!;4.00;0.00;2.00;1.00;0.00;0.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.77999;0.35239;-0.42;2
144;3;3;3;3;3;3;3;2;4;3;1;7;2;1;#¡NULO!;#¡NULO!;2;1;2;2;1;2;10;10;10;10;5;10;98;1;23;18;23.00;1.958;6;#¡NULO!;4.00;0.00;2.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;1.66822;0.79263;1.80;2
145;1;3;3;2;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;4;2;23;20;23.00;1.958;1;1;1.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;3.00;3.00;-0.14390;0.20641;2.52;9
146;3;3;3;3;3;3;3;2;2;#¡NULO!;1;5;2;1;#¡NULO!;1;2;2;2;#¡NULO!;6;1;5;5;5;10;5;5;98;2;63;15;63.00;1.918;1;2;2.00;1.00;0.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;3.00;-0.66408;-0.61857;1.12;3
147;3;3;3;3;3;3;3;2;3;2;1;7;1;1;#¡NULO!;#¡NULO!;2;2;2;#¡NULO!;6;2;1;1;3;8;1;1;1;2;49;19;49.00;1.932;1;2;3.00;2.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;3.00;3.00;0.17516;1.65499;1.80;4
148;3;3;3;2;3;3;3;2;4;2;10;7;3;2;2;2;2;2;2;2;1;2;8;8;10;10;10;10;3;1;29;21;29.00;1.952;1;1;4.00;2.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;1.00;-0.06034;1.05699;2.42;1
149;3;3;3;3;3;3;3;2;3;2;2;7;1;1;1;1;2;2;2;2;8;2;2;2;2;9;10;10;98;2;19;21;19.00;1.962;6;#¡NULO!;3.00;2.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.27953;1.73528;2.52;3
150;3;3;3;3;3;3;3;2;4;2;1;3;#¡NULO!;1;1;1;2;2;1;2;8;1;2;2;2;10;5;5;98;2;21;21;21.00;1.960;6;#¡NULO!;4.00;2.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;0.05692;1.56384;2.47;3
151;3;3;3;3;3;3;3;2;3;2;1;6;2;1;#¡NULO!;2;2;2;2;2;8;2;2;2;5;10;1;5;98;1;31;20;31.00;1.950;1;1;4.00;2.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;-0.36983;1.92300;1.24;3
152;3;3;3;3;3;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;10;1;1;1;1;2;1;1;98;1;24;21;24.00;1.957;6;#¡NULO!;1.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;0.18824;0.94931;2.52;6
153;3;1;3;3;3;3;3;1;2;1;1;2;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;4;1;24;21;24.00;1.957;6;#¡NULO!;1.00;2.00;0.00;1.00;0.00;0.00;1.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;-0.02463;0.92899;2.52;8
154;3;3;3;3;3;3;3;3;1;2;1;2;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;98;1;39;15;39.00;1.942;6;#¡NULO!;1.00;1.00;2.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;-0.26932;2.13961;-0.82;6
155;3;3;3;3;3;3;3;2;3;1;1;5;2;1;1;1;2;2;2;2;6;2;1;1;4;8;1;1;98;1;22;21;22.00;1.959;1;1;4.00;1.00;2.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;0.35121;2.13408;-0.67;5
